Store_Number,SKU_Coded,Product_Class_Code,min(Sold_Date),max(Sold_Date)
538,2750,6192650,22950,2021-11-19,2024-01-19
539,4180,6192650,22950,2021-12-05,2024-01-26
540,2860,6192650,22950,2023-05-18,2024-01-06
541,3080,6192700,22950,2021-11-01,2022-06-05
542,3410,6192700,22950,2021-11-02,2022-10-11
543,1210,6192700,22950,2021-11-03,2022-08-20
544,3300,6192700,22950,2021-11-05,2023-04-07
545,2200,6192700,22950,2021-11-05,2022-11-28
546,330,6192700,22950,2021-11-11,2022-06-26
547,2530,6192700,22950,2022-01-07,2023-06-19
548,3190,6192850,22950,2021-11-11,2024-03-03
549,3300,6192850,22950,2021-11-12,2024-03-15
550,2090,6192850,22950,2021-11-13,2024-03-16
551,1540,6192850,22950,2021-11-19,2024-03-22
552,660,6192850,22950,2021-11-20,2023-12-19
553,3520,6192850,22950,2022-11-04,2023-11-29
554,2860,6192850,22950,2023-05-15,2024-03-07
555,2750,6193100,24400,2021-11-04,2024-03-28
556,2420,6193100,24400,2021-11-05,2024-03-30
557,2090,6193100,24400,2021-11-05,2024-03-21
558,4730,6193100,24400,2021-11-16,2024-03-24
559,1650,6193150,24400,2021-11-06,2024-03-31
560,1320,6193150,24400,2021-11-06,2024-03-26
561,2640,6193150,24400,2021-11-08,2024-03-30
562,1210,6193150,24400,2021-11-13,2024-03-31
563,770,6193150,24400,2021-12-02,2024-03-26
564,770,6193200,22900,2021-11-01,2023-12-27
565,2970,6193200,22900,2021-11-02,2023-12-24
566,4180,6193200,22900,2021-11-05,2023-12-23
567,1100,6193200,22900,2021-11-05,2023-12-22
568,3190,6193200,22900,2021-11-12,2023-12-24
569,2750,6193550,24400,2021-11-01,2024-03-22
570,1650,6193550,24400,2021-11-02,2024-03-30
571,2090,6193550,24400,2021-11-03,2024-03-26
572,1100,6193550,24400,2021-11-05,2024-03-24
573,770,6193550,24400,2021-11-18,2024-03-17
574,2530,6193550,24400,2021-11-25,2024-03-30
575,4730,6193550,24400,2021-11-27,2024-03-21
576,4730,6193800,22875,2021-11-01,2024-03-20
577,1760,6193800,22875,2021-11-01,2024-03-25
578,1320,6193800,22875,2021-11-02,2024-03-30
579,550,6193800,22875,2021-11-02,2024-03-30
580,3190,6193800,22875,2021-11-03,2024-03-20
581,2090,6193800,22875,2021-11-14,2024-03-28
582,1210,6193800,22875,2021-11-28,2024-03-29
583,4400,6193800,22875,2021-12-27,2023-08-21
584,660,6193850,22925,2021-11-01,2024-02-14
585,3080,6193850,22925,2021-11-07,2024-03-07
586,2530,6193850,22925,2021-11-11,2024-01-04
587,2750,6193850,22925,2021-11-23,2024-03-31
588,3740,6194000,24425,2021-11-12,2023-12-26
589,3190,6194050,24425,2021-11-03,2023-02-03
590,1650,6194050,24425,2021-11-20,2023-12-13
591,2310,6194200,24425,2022-07-08,2023-10-19
592,880,6194250,22975,2021-11-01,2024-03-31
593,1540,6194250,22975,2021-11-02,2024-03-30
594,660,6194250,22975,2021-11-03,2024-03-31
595,2090,6194250,22975,2021-11-04,2024-03-31
596,2090,6172800,22875,2021-11-14,2024-02-09
597,1210,6172800,22875,2021-11-25,2024-01-16
598,3630,6172800,22875,2021-12-18,2023-12-13
599,1870,6172800,22875,2021-12-26,2024-03-19
600,1100,6172800,22875,2022-02-04,2024-02-26
601,4730,6172800,22875,2022-04-01,2023-07-27
602,4840,6172850,22875,2021-11-20,2023-11-25
603,1210,6172850,22875,2021-11-26,2024-03-14
604,1540,6172850,22875,2022-08-19,2023-10-20
605,2860,6172900,22850,2023-08-13,2024-03-16
606,990,6172950,22975,2021-11-08,2022-07-27
607,2970,6172950,22975,2021-11-11,2023-05-04
608,880,6172950,22975,2021-11-29,2022-02-11
609,4400,6172950,22975,2021-12-13,2022-03-08
610,1100,6172950,22975,2022-03-12,2022-03-12
611,3190,6173000,22975,2021-11-10,2021-12-21
612,990,6173000,22975,2021-11-10,2022-07-31
613,4730,6173000,22975,2021-11-12,2022-07-29
614,2200,6173000,22975,2022-02-12,2022-04-30
615,2420,6173050,22875,2021-11-09,2024-03-06
616,1760,6173100,22975,2021-11-06,2024-02-19
617,3080,6173100,22975,2021-11-14,2024-01-21
618,2530,6173100,22975,2021-12-05,2024-02-21
619,990,6173100,22975,2022-03-28,2023-12-18
620,1320,6173150,24375,2022-05-23,2022-05-23
621,330,6173350,22800,2021-11-02,2024-03-31
622,1100,6173350,22800,2021-11-04,2024-03-24
623,3080,6173350,22800,2021-11-17,2024-03-25
624,3300,6173350,22800,2021-12-03,2024-03-30
625,2640,6173450,22875,2021-11-12,2024-02-10
626,3740,6173450,22875,2021-11-25,2023-11-11
627,1980,6173500,22875,2021-11-02,2023-12-30
628,1650,6173500,22875,2021-11-06,2024-03-02
629,990,6173500,22875,2021-11-08,2024-03-24
630,550,6173500,22875,2021-11-28,2023-10-21
631,2420,6173500,22875,2021-12-02,2023-12-23
632,2860,6173500,22875,2023-05-03,2023-12-26
633,4070,6173550,22975,2021-11-19,2024-03-16
634,1760,6173550,22975,2021-12-20,2024-01-24
635,2530,6173550,22975,2021-12-23,2023-03-15
636,2970,6173600,24425,2021-11-25,2024-03-03
637,4070,6173600,24425,2021-11-27,2024-01-23
638,2860,6173600,24425,2023-04-25,2024-01-07
639,3300,6173650,24425,2021-12-01,2024-03-09
640,1980,6173700,22875,2021-11-08,2023-09-25
641,550,6173700,22875,2021-11-21,2024-02-06
642,1320,6173700,22875,2022-01-28,2023-12-29
643,2640,6173700,22875,2022-02-03,2024-01-03
644,1100,6173750,22875,2021-11-05,2024-03-04
645,2640,6173750,22875,2021-11-10,2024-03-10
646,330,6173750,22875,2021-11-15,2024-03-10
647,1540,6173750,22875,2021-11-20,2024-01-23
648,2420,6173750,22875,2021-12-15,2024-03-01
649,2530,6173800,22875,2021-11-04,2024-02-22
650,4070,6173800,22875,2022-10-23,2024-01-24
651,990,6173850,22875,2021-11-12,2024-01-31
652,1540,6173850,22875,2022-03-04,2024-03-09
653,3520,6173850,22875,2023-05-11,2023-05-11
654,2860,6173850,22875,2023-05-16,2024-02-28
655,4070,6173900,22875,2021-11-15,2024-02-27
656,4730,6173900,22875,2022-01-06,2024-03-31
657,2310,6173900,22875,2022-01-12,2024-03-31
658,2970,6173900,22875,2022-04-05,2024-03-15
659,2530,6173900,22875,2023-01-27,2023-07-27
660,2200,6173950,22875,2021-11-16,2023-11-24
661,2970,6173950,22875,2021-12-08,2024-03-07
662,3190,6173950,22875,2022-08-17,2023-12-05
663,4070,6174000,22875,2021-12-12,2024-02-14
664,2970,6174000,22875,2022-08-11,2023-09-20
665,3300,6174000,22875,2023-01-04,2023-10-15
666,1210,6174050,22875,2021-11-16,2024-03-29
667,4730,6174050,22875,2021-12-05,2024-02-26
668,3740,6174050,22875,2021-12-17,2024-02-13
669,880,6174050,22875,2022-01-13,2024-02-21
670,3630,6174100,22875,2021-11-08,2024-02-16
671,1100,6174100,22875,2021-11-14,2024-02-03
672,1540,6174100,22875,2022-02-16,2024-03-12
673,2200,6174150,22875,2021-11-13,2024-03-06
674,3740,6174150,22875,2022-01-05,2024-01-21
675,990,6174150,22875,2022-02-06,2024-03-28
676,2750,6174200,22875,2021-11-04,2023-12-06
677,1210,6174200,22875,2021-11-26,2024-02-17
678,2200,6174200,22875,2021-12-01,2024-03-08
679,2420,6174200,22875,2021-12-27,2023-11-06
680,990,6174200,22875,2022-02-26,2024-03-08
681,2200,6174250,22875,2021-11-04,2024-03-20
682,1870,6174250,22875,2021-11-06,2024-01-08
683,1650,6174250,22875,2021-11-13,2024-03-11
684,3080,6174250,22875,2021-11-16,2024-03-12
685,2090,6174250,22875,2021-11-22,2024-03-16
686,1320,6174300,22875,2021-11-09,2024-03-30
687,2970,6174300,22875,2021-11-13,2023-12-14
688,660,6174300,22875,2021-12-02,2024-02-16
689,4400,6174300,22875,2022-02-20,2022-02-20
690,2200,6174350,22875,2021-11-18,2024-03-22
691,2090,6174350,22875,2021-12-12,2023-12-14
692,1320,6174350,22875,2021-12-17,2023-10-31
693,2860,6174350,22875,2023-11-08,2023-12-30
694,1980,6174400,22875,2021-11-02,2024-02-27
695,880,6174400,22875,2021-11-18,2024-02-13
696,2200,6174400,22875,2021-11-20,2024-02-10
697,770,6174400,22875,2021-11-26,2024-02-18
698,2090,6174400,22875,2022-01-21,2024-02-21
699,2530,6174400,22875,2022-03-08,2024-03-26
700,2860,6174400,22875,2023-05-17,2024-02-17
701,1100,6174450,22875,2021-11-04,2023-07-11
702,550,6174450,22875,2021-11-19,2024-03-29
703,2530,6174450,22875,2022-01-22,2023-12-21
704,2640,6174450,22875,2022-02-19,2024-01-05
705,3740,6174500,22875,2021-11-22,2023-11-12
706,4070,6174500,22875,2022-08-09,2023-11-08
707,2310,6174550,22875,2021-11-03,2024-02-15
708,2530,6174550,22875,2022-01-22,2024-02-05
709,2200,6174550,22875,2022-04-13,2023-10-09
710,4840,6174550,22875,2022-09-30,2024-03-19
711,3190,6174600,22875,2021-11-18,2024-01-14
712,3080,6174600,22875,2022-02-03,2024-01-17
713,2970,6174650,22875,2022-01-14,2024-03-15
714,1760,6174650,22875,2022-01-19,2022-12-27
715,990,6174650,22875,2022-02-18,2023-11-12
716,4840,6174650,22875,2022-04-01,2023-03-13
717,1320,6174650,22875,2022-04-13,2024-03-09
718,4180,6174700,22875,2021-11-17,2023-01-09
719,660,6174700,22875,2022-02-24,2023-12-22
720,1650,6174700,22875,2022-03-26,2023-07-02
721,330,6174700,22875,2022-05-09,2024-02-03
722,2200,6174750,22875,2022-01-06,2024-02-22
723,3630,6174750,22875,2022-03-20,2023-10-08
724,1540,6174750,22875,2022-04-30,2024-03-24
725,4070,6174750,22875,2022-05-25,2023-09-13
726,1870,6174800,22875,2021-11-02,2022-08-04
727,2200,6174800,22875,2021-11-12,2024-01-27
728,3080,6174800,22875,2021-12-26,2024-01-27
729,1980,6174800,22875,2022-04-10,2022-11-05
730,3520,6174800,22875,2022-12-26,2023-08-23
731,3190,6174800,22875,2023-02-04,2024-01-06
732,330,6174850,22875,2021-11-07,2024-03-05
733,1870,6174850,22875,2021-11-12,2024-01-13
734,880,6174850,22875,2021-11-22,2024-03-04
735,4730,6174850,22875,2021-12-02,2021-12-02
736,2420,6174850,22875,2022-01-13,2024-01-17
737,990,6174850,22875,2022-02-22,2023-08-24
738,1100,6174850,22875,2022-03-25,2024-03-22
739,2090,6174900,22875,2021-11-03,2024-01-19
740,1760,6174900,22875,2021-11-11,2024-01-08
741,2200,6174900,22875,2021-11-12,2024-03-25
742,2970,6174900,22875,2021-12-23,2024-03-20
743,990,6174900,22875,2022-02-08,2023-10-07
744,3410,6174900,22875,2022-11-15,2023-10-28
745,4400,6174900,22875,2023-06-05,2023-06-05
746,2530,6174950,22875,2021-11-05,2024-02-27
747,3630,6174950,22875,2021-11-23,2024-03-30
748,1760,6174950,22875,2021-12-01,2024-01-13
749,4840,6174950,22875,2021-12-27,2024-03-20
750,3080,6175000,22875,2021-12-26,2023-08-19
751,3410,6175000,22875,2022-06-14,2022-06-14
752,2750,6175050,22875,2021-11-01,2024-03-30
753,1320,6175050,22875,2021-12-23,2024-01-27
754,3190,6175100,22875,2022-08-22,2023-07-30
755,3410,6175100,22875,2022-11-11,2023-04-06
756,3300,6175150,22875,2021-11-11,2024-03-29
757,2640,6175150,22875,2021-12-07,2024-02-26
758,1980,6175150,22875,2021-12-18,2024-01-11
759,3190,6175150,22875,2022-02-11,2023-07-01
760,1760,6175150,22875,2022-02-12,2023-09-17
761,4840,6175150,22875,2022-07-01,2023-10-02
762,1870,6175200,22875,2022-01-23,2024-02-18
763,1100,6175200,22875,2022-05-26,2024-03-12
764,1760,6175250,22875,2022-01-10,2024-01-26
765,1100,6175250,22875,2022-01-12,2024-02-11
766,3520,6175250,22875,2023-02-17,2024-03-20
767,2860,6175250,22875,2023-06-13,2023-12-09
768,770,6175300,22875,2021-11-14,2023-10-18
769,3300,6175300,22875,2022-10-13,2024-02-07
770,2420,6175350,22875,2021-11-30,2023-10-13
771,2970,6175350,22875,2021-12-02,2024-03-06
772,1320,6175350,22875,2021-12-13,2023-12-28
773,1650,6175350,22875,2022-03-18,2024-03-17
774,1320,6175400,22875,2021-11-03,2024-03-16
775,2200,6175400,22875,2021-12-09,2023-11-04
776,1100,6175400,22875,2021-12-15,2023-12-02
777,550,6175400,22875,2022-01-17,2024-02-15
778,3080,6175400,22875,2022-01-29,2023-10-18
779,2970,6175400,22875,2022-05-26,2024-02-28
780,1760,6175450,22875,2022-03-04,2023-12-16
781,2090,6175500,22875,2021-11-06,2024-03-03
782,3300,6175500,22875,2021-11-09,2024-01-07
783,2640,6175500,22875,2021-11-10,2024-03-22
784,3080,6175500,22875,2021-11-25,2023-10-15
785,1320,6175500,22875,2021-11-27,2024-03-17
786,1540,6175500,22875,2021-12-15,2024-03-05
787,2530,6175550,22875,2021-11-03,2024-01-12
788,2640,6175600,22875,2021-11-11,2024-03-31
789,880,6175650,22875,2021-11-01,2024-01-12
790,1320,6175650,22875,2021-11-05,2023-10-20
791,660,6175650,22875,2021-11-17,2023-11-04
792,3080,6175650,22875,2021-11-27,2023-12-10
793,990,6175650,22875,2022-02-15,2024-01-19
794,3300,6175700,22875,2021-11-03,2024-03-06
795,990,6175700,22875,2021-11-07,2024-03-15
796,4180,6175700,22875,2021-11-13,2023-12-01
797,3630,6175700,22875,2021-11-29,2024-01-21
798,2530,6175700,22875,2021-12-02,2024-01-11
799,330,6175700,22875,2022-01-07,2024-02-24
800,4070,6175750,22875,2021-11-09,2024-01-18
801,1980,6175750,22875,2021-11-13,2023-12-10
802,4730,6175750,22875,2021-11-27,2023-12-19
803,2750,6175800,22875,2021-11-07,2024-03-15
804,3630,6175800,22875,2021-11-23,2024-02-17
805,2310,6175850,22875,2021-11-05,2024-03-26
806,1100,6175850,22875,2021-11-14,2024-02-16
807,3630,6175850,22875,2022-03-07,2024-01-12
808,2530,6175850,22875,2022-06-02,2024-03-11
809,880,6175900,22875,2021-11-11,2024-03-22
810,770,6175900,22875,2021-11-12,2024-02-16
811,2640,6175900,22875,2021-11-23,2023-11-03
812,1870,6175900,22875,2022-02-10,2024-03-14
813,1320,6175950,22875,2021-11-08,2024-03-21
814,660,6175950,22875,2021-11-08,2024-03-05
815,1100,6175950,22875,2021-11-08,2023-12-27
816,1540,6175950,22875,2021-11-25,2024-03-09
817,1210,6175950,22875,2022-01-08,2023-12-31
818,4180,6175950,22875,2022-04-08,2024-02-27
819,1980,6176000,22875,2021-11-01,2024-03-03
820,3080,6176000,22875,2021-11-09,2024-01-21
821,4730,6176000,22875,2022-02-07,2024-02-06
822,4840,6176050,22875,2021-11-04,2024-03-19
823,330,6176050,22875,2021-11-25,2024-03-12
824,4730,6176050,22875,2021-12-05,2023-12-09
825,2750,6176050,22875,2021-12-16,2024-03-27
826,4180,6176050,22875,2022-01-01,2024-03-07
827,3520,6176050,22875,2022-12-24,2024-03-30
828,2860,6176050,22875,2023-05-12,2024-02-24
829,990,6176100,22875,2021-12-08,2024-03-29
830,3630,6176100,22875,2023-01-04,2023-01-13
831,330,6176200,22975,2021-11-02,2024-03-12
832,1650,6176200,22975,2021-11-04,2024-03-16
833,1980,6176200,22975,2021-11-05,2024-03-02
834,990,6176300,22875,2021-11-30,2024-01-13
835,2970,6176350,22875,2021-12-24,2024-03-25
836,2640,6176350,22875,2022-01-28,2024-01-25
837,880,6176400,22875,2021-11-19,2024-03-30
838,1760,6176400,22875,2021-12-10,2024-02-17
839,3300,6176400,22875,2022-01-14,2023-09-15
840,1540,6176400,22875,2022-02-09,2024-03-17
841,3410,6176400,22875,2022-02-09,2024-03-02
842,2310,6176400,22875,2022-03-19,2024-02-11
843,4840,6176400,22875,2022-04-17,2024-03-26
844,3190,6176400,22875,2022-07-04,2023-11-24
845,2970,6176450,22800,2021-11-01,2024-03-25
846,3740,6176450,22800,2021-11-06,2024-03-29
847,2310,6176450,22800,2021-11-09,2024-03-31
848,2640,6176600,22800,2021-11-01,2022-06-30
849,2310,6176600,22800,2021-11-02,2022-06-19
850,2200,6176600,22800,2021-11-04,2022-04-25
851,4840,6176600,22800,2021-11-04,2022-04-14
852,1540,6176600,22800,2021-11-05,2022-06-20
853,880,6176600,22800,2021-11-29,2022-05-25
854,4400,6176600,22800,2021-12-09,2022-06-19
855,770,6176650,22800,2021-11-03,2022-07-18
856,1100,6176650,22800,2021-11-04,2022-08-03
857,1870,6176650,22800,2021-11-04,2022-06-12
858,990,6176650,22800,2021-11-27,2022-06-25
859,2530,6176650,22800,2021-12-16,2022-06-29
860,4180,6176650,22800,2021-12-23,2023-10-09
861,550,6176650,22800,2022-02-05,2022-11-09
862,1540,6176700,22800,2021-11-03,2024-02-27
863,2310,6176700,22800,2021-11-04,2024-03-29
864,2090,6176700,22800,2021-11-05,2024-03-20
865,990,6176700,22800,2021-11-06,2024-02-18
866,4840,6176700,22800,2021-11-09,2024-03-19
867,1100,6176700,22800,2021-11-12,2023-12-31
868,770,6176700,22800,2021-11-27,2024-03-29
869,990,6176850,22800,2021-11-05,2024-03-22
870,1320,6176850,22800,2021-11-12,2024-03-15
871,1980,6176850,22800,2021-11-26,2024-03-07
872,3190,6176850,22800,2021-12-21,2024-03-08
873,4400,6176850,22800,2022-01-13,2023-10-08
874,1870,6176900,22800,2022-04-20,2022-04-20
875,2970,6176950,22825,2021-11-02,2024-03-16
876,2530,6176950,22825,2021-11-09,2024-03-21
877,4840,6177000,22825,2021-11-06,2024-03-20
878,990,6177000,22825,2021-11-30,2024-03-11
879,3190,6177000,22825,2022-01-08,2024-03-14
880,2420,6177000,22825,2022-02-01,2023-12-04
881,2750,6177050,22825,2022-01-12,2024-03-12
882,4730,6177100,22825,2021-11-04,2024-03-15
883,660,6177100,22825,2021-11-08,2024-03-28
884,1870,6177100,22825,2021-12-07,2024-02-29
885,2860,6177100,22825,2023-06-20,2024-01-01
886,3410,6177150,22825,2021-11-01,2022-11-25
887,3630,6177150,22825,2021-11-10,2023-11-02
888,1870,6177150,22825,2021-11-15,2024-02-11
889,2310,6177150,22825,2021-12-17,2024-02-27
890,3300,6177150,22825,2022-07-08,2024-01-31
891,3520,6177150,22825,2023-01-31,2024-01-26
892,2860,6177150,22825,2023-04-27,2023-10-22
893,1100,6177200,22975,2021-11-01,2023-01-08
894,2420,6177200,22975,2021-11-01,2022-09-29
895,1760,6177200,22975,2021-11-02,2022-09-13
896,3740,6177200,22975,2021-11-03,2022-07-19
897,4840,6177200,22975,2021-11-05,2022-07-22
898,990,6177200,22975,2021-11-16,2022-07-12
899,4840,6177250,22975,2021-11-09,2022-07-17
900,3300,6177250,22975,2021-11-15,2022-08-02
901,2640,6177250,22975,2021-11-26,2023-03-26
902,660,6177300,22800,2021-11-01,2024-01-11
903,1320,6177300,22800,2021-11-01,2024-03-31
904,3300,6177300,22800,2021-11-03,2024-03-29
905,3410,6177300,22800,2021-11-04,2024-03-28
906,2310,6177600,22800,2021-11-02,2024-03-29
907,1320,6177600,22800,2021-11-04,2024-03-06
908,1100,6177600,22800,2021-11-12,2023-12-23
909,880,6177600,22800,2021-11-15,2024-03-09
910,660,6177600,22800,2021-11-26,2024-01-18
911,1760,6177650,22875,2021-11-01,2024-03-29
912,2310,6177650,22875,2021-11-05,2024-01-14
913,4180,6177650,22875,2021-11-14,2023-12-18
914,2530,6177650,22875,2021-11-18,2024-03-28
915,4730,6177650,22875,2021-12-10,2024-03-09
916,2750,6177800,22875,2022-11-10,2024-02-29
917,3300,6177800,22875,2022-11-14,2024-03-26
918,3410,6177800,22875,2023-03-24,2024-03-08
919,880,6177850,22875,2021-11-01,2024-03-08
920,4840,6177850,22875,2021-11-01,2024-02-17
921,1870,6177850,22875,2021-11-07,2024-02-06
922,4070,6177850,22875,2021-11-13,2024-03-12
923,3410,6177950,22875,2021-11-04,2024-03-18
924,3080,6177950,22875,2021-11-06,2024-02-27
925,4180,6177950,22875,2021-11-19,2024-03-20
926,880,6177950,22875,2021-11-21,2024-03-12
927,3190,6177950,22875,2021-12-11,2024-02-13
928,1320,6178000,22875,2021-11-01,2024-03-29
929,2420,6178000,22875,2021-11-15,2024-01-12
930,1980,6178000,22875,2021-11-27,2024-03-22
931,4070,6178000,22875,2021-12-14,2024-03-15
932,3520,6178000,22875,2022-11-05,2024-03-26
933,1320,6178050,22825,2021-11-03,2023-10-15
934,1100,6178050,22825,2021-11-07,2024-03-05
935,3630,6178050,22825,2021-12-04,2024-03-06
936,3520,6173050,22875,2023-03-30,2024-03-26
937,2750,6173100,22975,2021-11-03,2024-03-16
938,990,6173400,22975,2021-11-02,2024-03-18
939,770,6173400,22975,2021-11-11,2023-12-28
940,3740,6173400,22975,2021-12-21,2024-03-30
941,550,6173400,22975,2022-03-15,2024-03-29
942,2090,6176200,22975,2021-11-10,2024-01-14
943,2420,6176250,22975,2021-11-05,2024-01-10
944,4840,6176250,22975,2021-11-05,2024-02-04
945,1210,6176250,22975,2021-11-08,2024-03-31
946,3190,6176250,22975,2021-11-10,2024-03-29
947,1320,6176250,22975,2021-11-11,2024-03-31
948,330,6176250,22975,2021-12-11,2024-02-14
949,2640,6176250,22975,2022-01-01,2024-03-24
950,3520,6176450,22800,2022-11-01,2024-03-22
951,1650,6176500,22800,2021-11-02,2024-03-31
952,3410,6176500,22800,2021-11-12,2024-03-24
953,2750,6176550,22800,2021-11-03,2024-03-27
954,550,6176550,22800,2021-11-04,2024-03-21
955,4180,6176550,22800,2021-11-05,2024-03-28
956,660,6176550,22800,2021-11-07,2024-02-19
957,1870,6176550,22800,2021-11-09,2024-03-26
958,1320,6176550,22800,2021-11-11,2024-03-19
959,2200,6176550,22800,2022-01-16,2023-12-02
960,2310,6176550,22800,2022-02-11,2024-03-30
961,2860,6176550,22800,2023-05-02,2024-03-29
962,1870,6176750,22800,2021-11-02,2024-03-04
963,770,6176800,22800,2021-11-01,2024-03-21
964,990,6176800,22800,2021-11-05,2023-12-23
965,2420,6176800,22800,2021-11-05,2024-03-20
966,3740,6176800,22800,2021-11-16,2024-03-14
967,2970,6176800,22800,2021-12-16,2024-03-31
968,2530,6176800,22800,2021-12-21,2024-03-25
969,4400,6177300,22800,2022-01-13,2024-01-15
970,3520,6177300,22800,2022-11-03,2024-03-31
971,4730,6177350,22800,2021-11-01,2024-03-25
972,2200,6177350,22800,2021-11-04,2024-03-28
973,2200,6177400,22800,2021-11-03,2024-03-31
974,3190,6177400,22800,2021-11-12,2024-03-29
975,1210,6177400,22800,2021-12-28,2024-03-24
976,3520,6177400,22800,2022-11-05,2024-03-22
977,2310,6177450,22800,2021-11-02,2024-03-22
978,1100,6177450,22800,2021-11-04,2024-03-29
979,1650,6177450,22800,2021-11-04,2024-03-31
980,3740,6177450,22800,2021-11-28,2024-03-29
981,4400,6177450,22800,2022-10-24,2024-03-07
982,2640,6177500,22800,2021-11-01,2024-03-28
